number of rooms,number of bathrooms,area,floor,age,Price
4,4,220.0,Third Floor,0 - 1,129000
4,3,220.0,Second Floor,6 - 9,135000
4,3,220.0,Second Floor,10 - 19,150000
3,3,220.0,Ground Floor,6 - 9,89000
4,4,220.0,Third Floor,1 - 5,90000
3,5,221.0,Basement,0 - 1,105000
3,5,221.0,Basement,0 - 1,105000
4,4,221.0,First Floor,6 - 9,96000
3,3,222.0,Ground Floor,0 - 1,125000
3,3,222.0,Third Floor,0 - 1,95000
3,4,223.0,Third Floor,1 - 5,110000
3,3,225.0,Basement,0 - 1,103000
3,3,225.0,Basement,0 - 1,103000
3,3,225.0,Basement,10 - 19,68000
4,3,225.0,Basement,6 - 9,87000
3,3,228.0,Basement,0 - 1,115000
3,3,228.0,Third Floor,0 - 1,128000
4,4,228.0,Second Floor,0 - 1,149000
3,3,228.0,Basement,0 - 1,98000
3,3,228.0,Basement,0 - 1,98000
3,3,229.0,Third Floor,0 - 1,118000
4,4,229.0,Second Floor,0 - 1,149000
3,3,230.0,Third Floor,1 - 5,100000
3,3,230.0,Ground Floor,10 - 19,110000
3,3,230.0,Basement,0 - 1,110000
3,3,230.0,Basement,0 - 1,114000
4,4,230.0,Third Floor,0 - 1,115000
4,4,230.0,Ground Floor,0 - 1,120000
4,4,230.0,Third Floor,0 - 1,120000
4,4,230.0,Ground Floor,0 - 1,120000
4,4,230.0,Second Floor,0 - 1,120000
4,4,230.0,Ground Floor,6 - 9,122000
4,4,230.0,Third Floor,6 - 9,124000
4,4,230.0,Ground Floor,0 - 1,130000
4,4,230.0,Basement,0 - 1,135000
5,3,230.0,Third Floor,20 - 40,95000
4,4,230.0,Basement,6 - 9,67000
4,4,230.0,Basement,6 - 9,67000
3,2,230.0,Ground Floor,10 - 19,50000
3,3,230.0,Third Floor,10 - 19,90000
4,4,233.0,First Floor,6 - 9,120000
4,4,233.0,Second Floor,0 - 1,122000
4,4,233.0,First Floor,0 - 1,122000
4,4,233.0,Ground Floor,0 - 1,140000
4,4,233.0,First Floor,6 - 9,110000
4,5,233.0,Basement,6 - 9,93000
4,4,235.0,Basement,1 - 5,107000
4,4,235.0,Third Floor,0 - 1,120000
4,4,235.0,Third Floor,0 - 1,120000
4,4,235.0,Basement,1 - 5,105000
3,4,235.0,Third Floor,0 - 1,110000
4,4,235.0,First Floor,6 - 9,115000
4,4,235.0,First Floor,0 - 1,125000
4,4,235.0,First Floor,0 - 1,125000
4,3,235.0,Third Floor,0 - 1,140000
4,5,235.0,Ground Floor,0 - 1,140000
3,4,235.0,Third Floor,0 - 1,110000
3,5,235.0,Ground Floor,0 - 1,99000
3,5,235.0,Ground Floor,0 - 1,99000
4,4,236.0,Second Floor,0 - 1,126000
4,4,236.0,Second Floor,0 - 1,126000
4,5,238.0,Ground Floor,1 - 5,152000
4,4,239.0,Basement,0 - 1,115000
4,4,239.0,Second Floor,0 - 1,124000
4,4,239.0,First Floor,0 - 1,124000
4,4,239.0,Third Floor,0 - 1,125000
3,3,240.0,Ground Floor,10 - 19,75000
3,4,240.0,Third Floor,1 - 5,105000
4,5,240.0,Ground Floor,1 - 5,152000
4,5,240.0,Ground Floor,1 - 5,152000
3,3,240.0,Basement,1 - 5,110000
4,4,240.0,Ground Floor,0 - 1,108000
5,3,240.0,Basement,0 - 1,110000
4,4,240.0,Second Floor,0 - 1,124000
4,4,240.0,First Floor,0 - 1,124000
4,4,240.0,Third Floor,0 - 1,125000
4,4,240.0,First Floor,0 - 1,125000
4,4,240.0,Second Floor,0 - 1,125000
4,4,240.0,First Floor,1 - 5,125000
4,4,240.0,First Floor,0 - 1,128000
4,4,240.0,Ground Floor,0 - 1,135000
4,4,240.0,Ground Floor,0 - 1,135000
4,3,240.0,First Floor,1 - 5,135000
4,4,240.0,Third Floor,0 - 1,137000
5,4,240.0,Basement,1 - 5,90000
5,4,240.0,Basement,1 - 5,90000
4,4,241.0,First Floor,0 - 1,120000
4,4,242.0,Ground Floor,0 - 1,138000
4,4,242.0,Ground Floor,0 - 1,138000
4,4,242.0,Ground Floor,0 - 1,140000
3,3,244.0,Ground Floor,0 - 1,143000
3,3,244.0,Ground Floor,0 - 1,143000
3,3,245.0,Basement,0 - 1,109000
4,4,245.0,Ground Floor,1 - 5,115000
4,4,245.0,Ground Floor,1 - 5,115000
4,4,245.0,Ground Floor,1 - 5,115000
3,3,247.0,Basement,0 - 1,96000
3,3,247.0,Basement,0 - 1,96000
3,3,247.0,Basement,0 - 1,96000
3,3,247.0,Basement,0 - 1,96000
3,3,247.0,Basement,0 - 1,96000
3,3,247.0,Basement,0 - 1,96000
3,3,248.0,Third Floor,0 - 1,138000
3,3,250.0,Basement,0 - 1,96000
3,3,250.0,Basement,0 - 1,96000
4,4,250.0,Ground Floor,6 - 9,100000
4,4,250.0,Basement,1 - 5,109000
3,4,250.0,Ground Floor,0 - 1,109000
3,3,250.0,Ground Floor,0 - 1,125000
5,4,250.0,Basement,0 - 1,125000
4,4,250.0,Basement,0 - 1,135000
4,5,250.0,Ground Floor,1 - 5,152000
3,2,250.0,Ground Floor,6 - 9,63000
3,3,250.0,Basement,0 - 1,99000
3,3,250.0,Ground Floor,0 - 1,99000
4,4,250.0,Basement,0 - 1,99000
3,3,252.0,Third Floor,6 - 9,105000
3,3,252.0,Third Floor,10 - 19,69000
4,4,255.0,First Floor,0 - 1,136000
4,4,255.0,First Floor,0 - 1,136000
4,4,255.0,Second Floor,0 - 1,124500
4,4,255.0,Second Floor,0 - 1,124500
4,4,255.0,Basement,0 - 1,105000
4,3,255.0,Ground Floor,6 - 9,120000
4,4,255.0,Third Floor,0 - 1,144000
4,4,255.0,Third Floor,0 - 1,150000
3,3,257.0,Ground Floor,0 - 1,103000
4,4,260.0,Fourth Floor,20 - 40,119000
3,3,260.0,Third Floor,1 - 5,96000
